案例标题,案例编号,公司,DOI,学科,行业,案例来源,案例类型,适用对象,出版时间,第一作者,其他作者,语种,关键字,案例标签,文章页数,教参页数,案例摘要
EVA评价指标在国有房地产企业战略转型中的应用 ,FDC-20015-1X-CC,S铁路局房地产集团,doi.org/10.12156/FUDAN.CASE202002801,会计,房地产/租赁,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2020-10-12,徐浩萍,娄贺统，张君,中文,"EVA,战略转型,绩效管理,资金成本率,财务管理",,22,10,为促使项目经理人激励机制服务于公司长期战略目标，S铁路地产公司借鉴国资委对央企的绩效管理模式，引入了经济增加值法（EVA）评价系统。本案例通过描述EVA评价系统在“Ｚ市名墅”项目的实施，探讨了该评价系统在国企战略转型中的适用性。
谁来帮我带带货？星菜冻干食品的营销挑战,FDC-20016-1X-CC,星菜农业,doi.org/10.12156/FUDAN.CASE202003101,市场营销,农林牧渔,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2020-12-30,金立印,,中文,"冻干食品,市场营销,直播,消费者行为",,14,5,浙江星菜农业科技有限公司成立于2016年，其核心业务是为当地政府机关、企事业单位、学校食堂和部分餐饮企业提供水培蔬菜。2018年，星菜公司引入冻干工艺技术，开始面向终端消费者生产、销售冻干食品。由于业务模式从B端向C端改变，且缺乏知名度，星菜冻干食品面临营销困境。
阔盛Aquatherm：德国隐形冠军的成长和中国之路,FDC-20017-1X-CC,德国阔盛aquatherm,doi.org/10.12156/FUDAN.CASE202003201,"战略,国际商务",制造,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2021-08-13,赵优珍,沈书羽,中文,"隐形冠军,国际化,品牌,竞争,战略",,17,7,Aquatherm是一家创立于20世纪60年代的德国水管制造企业。作为全球PP-R管道的发明者和领导品牌，Aquatherm也是德国商会认可的“隐形冠军”。从创立之初，该公司就有国际化意愿并积极开拓海外市场。20世纪末，Aquatherm与德国一家贸易公司签约，由该贸易公司代理阔盛在中国市场的销售，并于2013年开始寻求在中国市场的品牌直营之路，并注册中文商标“阔盛”。中国的管道行业通过十几年的发展，本土竞争者不断涌现并成长，由于行业监管不足，另有一些“假洋品牌”或者“伪洋品牌”充斥市场，阔盛面临着不断被模仿与抄袭的挑战。这家来自德国的“隐形冠军”又该如何在中国市场更好地发展？
良品铺子：全渠道布局后的品牌突围,FDC-20018-1X-CC,良品铺子,doi.org/10.12156/FUDAN.CASE202003001,综合管理,贸易/批发/零售,复旦大学管理学院,标准案例,"MBA,EMBA,高层管理",2020-12-11,李治国,张洁友，沈梦媛,中文,"全渠道,新零售,高端品牌",,18,18,良品铺子是一家成立于武汉的零食创业企业，与主要竞争者相比其品类和渠道较为均衡。为建立一种保持竞争优势的差异化能力，2019年创始人杨红春决定将 “高端零食” 作为未来十年的发展战略，希望率先打出由量变到质变的竞争大旗。但随着各大品牌陆续补足短板，良品铺子是否又会陷入新一轮的同质化竞争？
抗疫情系列-五菱汽车：顺应防疫的产品策略,FDC-20019-1X-CC,五菱汽车,doi.org/10.12156/FUDAN.CASE202002301,市场营销,制造,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-08-27,陈扬波,徐珊珊,中文,"产品策略,市场营销,五菱汽车,抗疫情系列",,8,0,五菱汽车作为一家以微型车和商用车为主导的汽车厂商，依靠独特的产品定位和产品战略获得市场认可。新冠疫情对五菱汽车的生产和销售带来不利影响。但五菱却抓住了防疫背后的机会，快速生产了救护车、医疗废物转运车等定制化产品支援各地。在政府提倡“地摊经济”的五天后，五菱汽车立即推出了五菱荣光售货车。五菱汽车同时发力海外市场，通过快速出口拉动海外市场产业链合作，2020年1-2月累计出口同比增长258%。五菱汽车在特色产品研发生产的基础上，配套推出直播卖车、在线营销、在线补贴和DIY服务，运用整合营销抓住疫情机会，实现逆势发展。
抗疫情系列-格力电器：疫情下的新零售转型,FDC-20020-1X-CC,格力电器,doi.org/10.12156/FUDAN.CASE202002401,市场营销,制造,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-08-27,陈扬波,徐珊珊,中文,"格力电器,格力电器,新零售,抗疫情系列",,7,0,2020年疫情对格力电器造成严重冲击，销量急剧下降，空调的安装维修也无法正常开展。格力电器预计一季度营收较去年减少49.51%。为了减少损失，满足防疫需要，格力电器复工后立即生产口罩等抗疫产品，不料口罩在线上销售一空，这给了格力启示，决定将销售重心转移线上。两个月内，格力通过5场直播累计销售178亿元。为了顺应线上线下融合发展的趋势，格力升级线上平台格力商城，开拓了分销模式结合社交媒体传播的新模式。
抗疫情系列-林清轩：高端护肤品如何通过直播自救,FDC-20021-1X-CC,林清轩,doi.org/10.12156/FUDAN.CASE202002101,市场营销,贸易/批发/零售,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-08-26,肖莉,李琳鋆,中文,"林清轩,化妆品,整合营销,市场营销",,10,0,高端护肤品林清轩坚持全直营模式，2020年疫情突发，导致林清轩一半门店被迫关闭，2000多名员工“待业”，营业额跌落90%。林清轩尝试了微信、电话等多种方式线上卖货，发现电商直播最为有效，进而总结出一套以数字化直播门店为节点的“流量-体验-转化”闭环打法，推动电商平台、线下门店的深度融合，实现销售逆势增长，被称为教科书式的自救案例。
抗疫情系列-飞鹤奶粉的营销“保卫战”,FDC-20022-1X-CC,飞鹤奶粉,doi.org/10.12156/FUDAN.CASE202001501,市场营销,贸易/批发/零售,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-24,赵海龙,张春依,中文,"疫情,市场营销,飞鹤奶粉,数字化转型,直播,渠道管理",,7,0,飞鹤是一家有近60年历史的中国婴幼儿奶粉企业，冷友斌在2001年第二次创业，为自建牧场上市融资，“三聚氰胺”事件幸免于难后更加坚定了“以奶源建设为核心的纵向一体化”方向，并在2015年提出“更适合中国宝宝体质”的差异化品牌战略，避开与外资品牌正面交锋，2018年飞鹤开始数字转型。2020年上半年，飞鹤的销售额比去年同期增长40%，飞鹤奶粉在全国有1700个经销商，10万个终端网点，以线下营销为绝对主战场的飞鹤，是如何成功应对疫情的？
抗疫情系列-同程集团：产业链上的价值创新,FDC-20023-1X-CC,同程集团,doi.org/10.12156/FUDAN.CASE202001001,"综合管理,战略",互联网/信息/通讯,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-10,马蕾 ,张春依,中文,"创新,战略,产业链,供应链,直播,旅游业,疫情",数字中国,7,0,同程集团作为新冠疫情“重受灾区”的旅游行业企业，在创始人吴志祥的带领下，围绕产业链的价值创新与突破，迅速自救。这则短案例复盘了该企业三个有效作为：通过联手咪店，激活“闲置”的旅游顾问为咪店店主；深耕企业小程序惠出发，从卖酒店间夜到卖防护用品；而集团的同程生活APP则转为卖生鲜蔬菜，寻找到逆向增长曲线。同程一季度经调整的净利润达到7808万元，净利润率为7.8%，展现出强大的抗风险能力、团队凝聚力和企业社会责任。
抗疫情系列-丁香园疫情地图,FDC-20024-1X-CC,丁香园,doi.org/10.12156/FUDAN.CASE202001101,创新创业,互联网/信息/通讯,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-13,张洁友,,中文,"疫情地图,互联网医疗,丁香园,创新",数字中国,9,0,2020年1月20日，钟南山院士正式对外宣布新型冠状病毒肺炎存在“人传人”，举国上下进入紧张状态。位于杭州的互联网医疗健康平台丁香园迅即成立项目组，并在24小时内推出一款直观易懂的疫情地图：1月21日上线后短短3天内其浏览量超过1.12亿人次，至3月12日再创30亿人次阅览的新高。除了为普通用户及时带来疫情信息外，丁香园还借此与世卫组织、国家卫计委及学术研究机构建立了广泛合作。对丁香园来说，疫情地图的创新到底是一次偶然还是必然？这款产品对其战略道路又有何影响？
抗疫情系列-良品铺子：来自疫情中心的渠道突围,FDC-20025-1X-CC,良品铺子,doi.org/10.12156/FUDAN.CASE202001201,市场营销,贸易/批发/零售,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-13,阳雁琤 ,张洁友,中文,"良品铺子,渠道,新冠疫情,新零售",,7,0,良品铺子作为疫情中心的一家食品企业，在无店、无客、无运、无工的“四无”情况下，如何从逆境中强势突围？得益于早在2014年就开始全渠道探索，良品铺子经过5-6年的发展已形成目前线上、线下各占半壁江山的均衡布局，这种优势在2020年疫情期间得到进一步凸显：通过门店与外卖、门店与社群网等线上线下的结合（O2O），不仅解决了用户的消费痛点，避免了疫情环境下的零售断崖式下降，也帮助良品铺子实现整体逆势增长。
抗疫情系列-华住集团的技术“抗疫”,FDC-20026-1X-CC,华住集团,doi.org/10.12156/FUDAN.CASE202001301,信息技术,酒店/住宿/餐饮,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-20,徐珊珊 ,张洁友,中文,"华住集团,技术驱动,数字化,新冠肺炎,抗疫情",,10,0,受新冠肺炎疫情及各地防疫隔离影响，旗下经营18个酒店品牌、拥有5600多家酒店的华住集团正面临严峻挑战。在保留一线员工、坚持开店满足市场基本需求的同时，华住集团凭借多年积累的技术优势和数字化能力，一方面促进集团内部信息的高效沟通，另一方面在业内率先推出无接触“安心住”整体服务解决方案及周边游新产品，从而相对快速地从疫情环境下获得复苏。
抗疫情系列-京东物流：抗疫凸显自建供应链价值 ,FDC-20027-1X-CC,京东物流,doi.org/10.12156/FUDAN.CASE202001801,运营与管理科学,贸易/批发/零售,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-29,阳雁琤 ,陈扬波,中文,"京东,物流,抗疫情,供应链",数字中国,8,0,京东物流从2020年1月21日开始全方位投入到“抗疫情，保民生”工作中，并开启了“医疗机构指定订单优先派送服务”和“全国各地驰援武汉救援物资义务运输通道”，凭借覆盖全国的基础设施、技术和人力等为客户和市场提供了疫情时期的供应链物流服务。2020年第一季度，京东活跃用户数量环比增加2500万，实现净收入1462亿元，同比增长20.7%。
抗疫情系列-叮咚买菜：抓住疫情机遇的突破增长 ,FDC-20028-1X-CC,叮咚买菜,doi.org/10.12156/FUDAN.CASE202001901,运营与管理科学,互联网/信息/通讯,复旦大学管理学院,短案例,"MBA,EMBA,其他研究生,高层管理",2020-07-29,陈扬波,文庆盈,中文,"抗疫情,叮咚买菜,供应链,人力资源,电子商务",,9,0,叮咚买菜是一款由上海壹佰米网络科技有限公司开发的，以自营生鲜平台和配送服务的生活服务类APP，可以给下单客户提供包括蔬菜、豆制品、水果、肉禽蛋、水产海鲜和粮油在内的购买配送到家服务。2020年初的疫情爆发令叮咚买菜的订单量骤增，员工忙得措手不及。叮咚买菜是如何应对疫情期间市场的突发需求和运营压力？面对疫情爆发带来的市场变化，叮咚买菜应该延续怎样的后续发展计划？
